Year 341,"{'CODE 1': 19, 'CODE 2': 88, 'CODE 3': 33}"
Year 342,"{'CODE 1': 30, 'CODE 2': 94, 'CODE 3': 34}"
Year 343,"{'CODE 1': 150, 'CODE 2': 47, 'CODE 3': 41}"
Year 344,"{'CODE 1': 179, 'CODE 2': 70, 'CODE 3': 25}"
Year 345,"{'CODE 1': 85, 'CODE 2': 59, 'CODE 3': 5}"
Year 346,"{'CODE 1': 81, 'CODE 2': 68, 'CODE 3': 32}"
Year 347,"{'CODE 1': 129, 'CODE 2': 87, 'CODE 3': 26}"
Year 348,"{'CODE 1': 154, 'CODE 2': 25, 'CODE 3': 8}"
Year 349,"{'CODE 1': 46, 'CODE 2': 66, 'CODE 3': 22}"
Year 350,"{'CODE 1': 17, 'CODE 2': 56, 'CODE 3': 29}"
Year 351,"{'CODE 1': 155, 'CODE 2': 46, 'CODE 3': 48}"
Year 352,"{'CODE 1': 180, 'CODE 2': 35, 'CODE 3': 2}"
Year 353,"{'CODE 1': 118, 'CODE 2': 23, 'CODE 3': 8}"
Year 354,"{'CODE 1': 51, 'CODE 2': 40, 'CODE 3': 43}"
Year 355,"{'CODE 1': 156, 'CODE 2': 71, 'CODE 3': 14}"
Year 356,"{'CODE 1': 32, 'CODE 2': 6, 'CODE 3': 2}"
Year 357,"{'CODE 1': 1, 'CODE 2': 21, 'CODE 3': 41}"
Year 358,"{'CODE 1': 60, 'CODE 2': 68, 'CODE 3': 43}"
Year 359,"{'CODE 1': 7, 'CODE 2': 66, 'CODE 3': 9}"
Year 360,"{'CODE 1': 115, 'CODE 2': 44, 'CODE 3': 37}"
Year 361,"{'CODE 1': 190, 'CODE 2': 40, 'CODE 3': 30}"
Year 362,"{'CODE 1': 124, 'CODE 2': 41, 'CODE 3': 19}"
Year 363,"{'CODE 1': 154, 'CODE 2': 4, 'CODE 3': 31}"
Year 364,"{'CODE 1': 124, 'CODE 2': 93, 'CODE 3': 21}"
Year 365,"{'CODE 1': 92, 'CODE 2': 68, 'CODE 3': 44}"
Year 366,"{'CODE 1': 119, 'CODE 2': 34, 'CODE 3': 51}"
Year 367,"{'CODE 1': 5, 'CODE 2': 17, 'CODE 3': 15}"
Year 368,"{'CODE 1': 169, 'CODE 2': 33, 'CODE 3': 35}"
Year 369,"{'CODE 1': 86, 'CODE 2': 91, 'CODE 3': 13}"
Year 370,"{'CODE 1': 79, 'CODE 2': 46, 'CODE 3': 26}"
Year 371,"{'CODE 1': 103, 'CODE 2': 68, 'CODE 3': 46}"
Year 372,"{'CODE 1': 155, 'CODE 2': 78, 'CODE 3': 32}"
Year 373,"{'CODE 1': 133, 'CODE 2': 70, 'CODE 3': 24}"
Year 374,"{'CODE 1': 72, 'CODE 2': 41, 'CODE 3': 47}"
Year 375,"{'CODE 1': 164, 'CODE 2': 28, 'CODE 3': 12}"
Year 376,"{'CODE 1': 43, 'CODE 2': 44, 'CODE 3': 34}"
Year 377,"{'CODE 1': 193, 'CODE 2': 89, 'CODE 3': 44}"
Year 378,"{'CODE 1': 197, 'CODE 2': 4, 'CODE 3': 51}"
Year 379,"{'CODE 1': 197, 'CODE 2': 39, 'CODE 3': 20}"
Year 380,"{'CODE 1': 46, 'CODE 2': 75, 'CODE 3': 43}"
Year 381,"{'CODE 1': 155, 'CODE 2': 75, 'CODE 3': 41}"
Year 382,"{'CODE 1': 20, 'CODE 2': 19, 'CODE 3': 19}"
Year 383,"{'CODE 1': 63, 'CODE 2': 16, 'CODE 3': 27}"
Year 384,"{'CODE 1': 58, 'CODE 2': 97, 'CODE 3': 12}"
Year 385,"{'CODE 1': 196, 'CODE 2': 26, 'CODE 3': 15}"
Year 386,"{'CODE 1': 42, 'CODE 2': 12, 'CODE 3': 32}"
Year 387,"{'CODE 1': 67, 'CODE 2': 75, 'CODE 3': 39}"
Year 388,"{'CODE 1': 22, 'CODE 2': 27, 'CODE 3': 46}"
Year 389,"{'CODE 1': 194, 'CODE 2': 17, 'CODE 3': 38}"
Year 390,"{'CODE 1': 136, 'CODE 2': 12, 'CODE 3': 31}"
Year 391,"{'CODE 1': 69, 'CODE 2': 53, 'CODE 3': 19}"
Year 392,"{'CODE 1': 88, 'CODE 2': 61, 'CODE 3': 10}"
Year 393,"{'CODE 1': 133, 'CODE 2': 21, 'CODE 3': 19}"
Year 394,"{'CODE 1': 161, 'CODE 2': 16, 'CODE 3': 51}"
Year 395,"{'CODE 1': 41, 'CODE 2': 99, 'CODE 3': 16}"
Year 396,"{'CODE 1': 34, 'CODE 2': 76, 'CODE 3': 26}"
Year 397,"{'CODE 1': 85, 'CODE 2': 50, 'CODE 3': 24}"
Year 398,"{'CODE 1': 70, 'CODE 2': 44, 'CODE 3': 12}"
Year 399,"{'CODE 1': 101, 'CODE 2': 16, 'CODE 3': 34}"
Year 400,"{'CODE 1': 189, 'CODE 2': 64, 'CODE 3': 18}"
Year 401,"{'CODE 1': 168, 'CODE 2': 20, 'CODE 3': 26}"
Year 402,"{'CODE 1': 130, 'CODE 2': 36, 'CODE 3': 17}"
Year 403,"{'CODE 1': 48, 'CODE 2': 80, 'CODE 3': 50}"
Year 404,"{'CODE 1': 51, 'CODE 2': 22, 'CODE 3': 7}"
Year 405,"{'CODE 1': 154, 'CODE 2': 58, 'CODE 3': 21}"
Year 406,"{'CODE 1': 138, 'CODE 2': 1, 'CODE 3': 6}"
Year 407,"{'CODE 1': 79, 'CODE 2': 21, 'CODE 3': 2}"
Year 408,"{'CODE 1': 40, 'CODE 2': 48, 'CODE 3': 37}"
Year 409,"{'CODE 1': 16, 'CODE 2': 28, 'CODE 3': 36}"
Year 410,"{'CODE 1': 25, 'CODE 2': 75, 'CODE 3': 45}"
Year 411,"{'CODE 1': 164, 'CODE 2': 14, 'CODE 3': 22}"
Year 412,"{'CODE 1': 57, 'CODE 2': 61, 'CODE 3': 7}"
Year 413,"{'CODE 1': 31, 'CODE 2': 63, 'CODE 3': 5}"
Year 414,"{'CODE 1': 150, 'CODE 2': 66, 'CODE 3': 12}"
Year 415,"{'CODE 1': 189, 'CODE 2': 92, 'CODE 3': 21}"
Year 416,"{'CODE 1': 8, 'CODE 2': 4, 'CODE 3': 49}"
Year 417,"{'CODE 1': 34, 'CODE 2': 50, 'CODE 3': 39}"
Year 418,"{'CODE 1': 119, 'CODE 2': 78, 'CODE 3': 50}"
Year 419,"{'CODE 1': 60, 'CODE 2': 93, 'CODE 3': 37}"
Year 420,"{'CODE 1': 110, 'CODE 2': 78, 'CODE 3': 47}"
Year 421,"{'CODE 1': 5, 'CODE 2': 46, 'CODE 3': 13}"
Year 422,"{'CODE 1': 38, 'CODE 2': 62, 'CODE 3': 39}"
Year 423,"{'CODE 1': 117, 'CODE 2': 60, 'CODE 3': 26}"
Year 424,"{'CODE 1': 73, 'CODE 2': 6, 'CODE 3': 4}"
Year 425,"{'CODE 1': 88, 'CODE 2': 8, 'CODE 3': 45}"
Year 426,"{'CODE 1': 170, 'CODE 2': 72, 'CODE 3': 6}"
Year 427,"{'CODE 1': 80, 'CODE 2': 9, 'CODE 3': 39}"
Year 428,"{'CODE 1': 102, 'CODE 2': 63, 'CODE 3': 29}"
Year 429,"{'CODE 1': 39, 'CODE 2': 15, 'CODE 3': 40}"
Year 430,"{'CODE 1': 82, 'CODE 2': 86, 'CODE 3': 44}"
Year 431,"{'CODE 1': 150, 'CODE 2': 68, 'CODE 3': 25}"
Year 432,"{'CODE 1': 85, 'CODE 2': 76, 'CODE 3': 43}"
Year 433,"{'CODE 1': 56, 'CODE 2': 70, 'CODE 3': 45}"
Year 434,"{'CODE 1': 159, 'CODE 2': 19, 'CODE 3': 43}"
Year 435,"{'CODE 1': 121, 'CODE 2': 58, 'CODE 3': 36}"
Year 436,"{'CODE 1': 100, 'CODE 2': 41, 'CODE 3': 21}"
Year 437,"{'CODE 1': 39, 'CODE 2': 7, 'CODE 3': 25}"
Year 438,"{'CODE 1': 162, 'CODE 2': 87, 'CODE 3': 19}"
Year 439,"{'CODE 1': 119, 'CODE 2': 60, 'CODE 3': 17}"
Year 440,"{'CODE 1': 52, 'CODE 2': 87, 'CODE 3': 16}"
Year 441,"{'CODE 1': 169, 'CODE 2': 68, 'CODE 3': 7}"
Year 442,"{'CODE 1': 33, 'CODE 2': 26, 'CODE 3': 19}"
Year 443,"{'CODE 1': 179, 'CODE 2': 39, 'CODE 3': 8}"
Year 444,"{'CODE 1': 9, 'CODE 2': 13, 'CODE 3': 24}"
Year 445,"{'CODE 1': 26, 'CODE 2': 6, 'CODE 3': 34}"
Year 446,"{'CODE 1': 146, 'CODE 2': 44, 'CODE 3': 48}"
Year 447,"{'CODE 1': 33, 'CODE 2': 72, 'CODE 3': 35}"
Year 448,"{'CODE 1': 140, 'CODE 2': 12, 'CODE 3': 18}"
Year 449,"{'CODE 1': 99, 'CODE 2': 21, 'CODE 3': 46}"
Year 450,"{'CODE 1': 193, 'CODE 2': 2, 'CODE 3': 29}"
Year 451,"{'CODE 1': 181, 'CODE 2': 3, 'CODE 3': 31}"
Year 452,"{'CODE 1': 182, 'CODE 2': 44, 'CODE 3': 38}"
Year 453,"{'CODE 1': 177, 'CODE 2': 38, 'CODE 3': 22}"
Year 454,"{'CODE 1': 183, 'CODE 2': 1, 'CODE 3': 4}"
Year 455,"{'CODE 1': 130, 'CODE 2': 91, 'CODE 3': 36}"
Year 456,"{'CODE 1': 79, 'CODE 2': 20, 'CODE 3': 43}"
Year 457,"{'CODE 1': 15, 'CODE 2': 11, 'CODE 3': 51}"
Year 458,"{'CODE 1': 101, 'CODE 2': 15, 'CODE 3': 6}"
Year 459,"{'CODE 1': 9, 'CODE 2': 36, 'CODE 3': 1}"
Year 460,"{'CODE 1': 175, 'CODE 2': 100, 'CODE 3': 20}"
Year 461,"{'CODE 1': 84, 'CODE 2': 49, 'CODE 3': 25}"
Year 462,"{'CODE 1': 188, 'CODE 2': 2, 'CODE 3': 18}"
Year 463,"{'CODE 1': 105, 'CODE 2': 75, 'CODE 3': 14}"
Year 464,"{'CODE 1': 145, 'CODE 2': 44, 'CODE 3': 3}"
Year 465,"{'CODE 1': 111, 'CODE 2': 88, 'CODE 3': 4}"
Year 466,"{'CODE 1': 111, 'CODE 2': 48, 'CODE 3': 25}"
Year 467,"{'CODE 1': 53, 'CODE 2': 89, 'CODE 3': 47}"
Year 468,"{'CODE 1': 153, 'CODE 2': 14, 'CODE 3': 5}"
Year 469,"{'CODE 1': 150, 'CODE 2': 23, 'CODE 3': 35}"
Year 470,"{'CODE 1': 106, 'CODE 2': 57, 'CODE 3': 15}"
Year 471,"{'CODE 1': 190, 'CODE 2': 97, 'CODE 3': 30}"
Year 472,"{'CODE 1': 3, 'CODE 2': 81, 'CODE 3': 7}"
Year 473,"{'CODE 1': 64, 'CODE 2': 69, 'CODE 3': 39}"
Year 474,"{'CODE 1': 95, 'CODE 2': 47, 'CODE 3': 7}"
Year 475,"{'CODE 1': 148, 'CODE 2': 86, 'CODE 3': 4}"
Year 476,"{'CODE 1': 108, 'CODE 2': 42, 'CODE 3': 33}"
Year 477,"{'CODE 1': 169, 'CODE 2': 80, 'CODE 3': 39}"
Year 478,"{'CODE 1': 183, 'CODE 2': 65, 'CODE 3': 16}"
Year 479,"{'CODE 1': 53, 'CODE 2': 73, 'CODE 3': 15}"
Year 480,"{'CODE 1': 8, 'CODE 2': 15, 'CODE 3': 19}"
Year 481,"{'CODE 1': 52, 'CODE 2': 20, 'CODE 3': 9}"
Year 482,"{'CODE 1': 3, 'CODE 2': 14, 'CODE 3': 50}"
Year 483,"{'CODE 1': 107, 'CODE 2': 15, 'CODE 3': 8}"
Year 484,"{'CODE 1': 108, 'CODE 2': 38, 'CODE 3': 7}"
Year 485,"{'CODE 1': 94, 'CODE 2': 80, 'CODE 3': 3}"
Year 486,"{'CODE 1': 84, 'CODE 2': 95, 'CODE 3': 21}"
Year 487,"{'CODE 1': 92, 'CODE 2': 77, 'CODE 3': 33}"
Year 488,"{'CODE 1': 99, 'CODE 2': 40, 'CODE 3': 33}"
Year 489,"{'CODE 1': 82, 'CODE 2': 51, 'CODE 3': 17}"
Year 490,"{'CODE 1': 127, 'CODE 2': 30, 'CODE 3': 37}"
Year 491,"{'CODE 1': 98, 'CODE 2': 46, 'CODE 3': 18}"
Year 492,"{'CODE 1': 131, 'CODE 2': 74, 'CODE 3': 47}"
Year 493,"{'CODE 1': 71, 'CODE 2': 30, 'CODE 3': 44}"
Year 494,"{'CODE 1': 113, 'CODE 2': 51, 'CODE 3': 23}"
Year 495,"{'CODE 1': 155, 'CODE 2': 34, 'CODE 3': 6}"
Year 496,"{'CODE 1': 198, 'CODE 2': 68, 'CODE 3': 35}"
Year 497,"{'CODE 1': 135, 'CODE 2': 32, 'CODE 3': 28}"
Year 498,"{'CODE 1': 47, 'CODE 2': 78, 'CODE 3': 13}"
Year 499,"{'CODE 1': 57, 'CODE 2': 38, 'CODE 3': 20}"
Year 500,"{'CODE 1': 146, 'CODE 2': 75, 'CODE 3': 18}"
Year 501,"{'CODE 1': 189, 'CODE 2': 100, 'CODE 3': 11}"
Year 502,"{'CODE 1': 199, 'CODE 2': 36, 'CODE 3': 46}"
Year 503,"{'CODE 1': 94, 'CODE 2': 6, 'CODE 3': 50}"
Year 504,"{'CODE 1': 102, 'CODE 2': 57, 'CODE 3': 21}"
Year 505,"{'CODE 1': 61, 'CODE 2': 7, 'CODE 3': 49}"
Year 506,"{'CODE 1': 21, 'CODE 2': 95, 'CODE 3': 20}"
Year 507,"{'CODE 1': 177, 'CODE 2': 90, 'CODE 3': 36}"
Year 508,"{'CODE 1': 33, 'CODE 2': 95, 'CODE 3': 8}"
Year 509,"{'CODE 1': 47, 'CODE 2': 15, 'CODE 3': 15}"
Year 510,"{'CODE 1': 82, 'CODE 2': 58, 'CODE 3': 21}"
Year 511,"{'CODE 1': 14, 'CODE 2': 64, 'CODE 3': 14}"
Year 512,"{'CODE 1': 198, 'CODE 2': 22, 'CODE 3': 33}"
Year 513,"{'CODE 1': 183, 'CODE 2': 75, 'CODE 3': 51}"
Year 514,"{'CODE 1': 63, 'CODE 2': 101, 'CODE 3': 38}"
Year 515,"{'CODE 1': 91, 'CODE 2': 97, 'CODE 3': 26}"
Year 516,"{'CODE 1': 5, 'CODE 2': 63, 'CODE 3': 44}"
Year 517,"{'CODE 1': 25, 'CODE 2': 41, 'CODE 3': 18}"
Year 518,"{'CODE 1': 82, 'CODE 2': 59, 'CODE 3': 36}"
Year 519,"{'CODE 1': 152, 'CODE 2': 66, 'CODE 3': 17}"
Year 520,"{'CODE 1': 169, 'CODE 2': 67, 'CODE 3': 2}"
Year 521,"{'CODE 1': 180, 'CODE 2': 63, 'CODE 3': 22}"
Year 522,"{'CODE 1': 28, 'CODE 2': 12, 'CODE 3': 45}"
Year 523,"{'CODE 1': 158, 'CODE 2': 77, 'CODE 3': 30}"
Year 524,"{'CODE 1': 191, 'CODE 2': 61, 'CODE 3': 12}"
Year 525,"{'CODE 1': 15, 'CODE 2': 79, 'CODE 3': 43}"
Year 526,"{'CODE 1': 89, 'CODE 2': 8, 'CODE 3': 44}"
Year 527,"{'CODE 1': 97, 'CODE 2': 10, 'CODE 3': 17}"
Year 528,"{'CODE 1': 16, 'CODE 2': 79, 'CODE 3': 33}"
Year 529,"{'CODE 1': 174, 'CODE 2': 76, 'CODE 3': 8}"
Year 530,"{'CODE 1': 84, 'CODE 2': 10, 'CODE 3': 30}"
Year 531,"{'CODE 1': 130, 'CODE 2': 99, 'CODE 3': 51}"
Year 532,"{'CODE 1': 100, 'CODE 2': 23, 'CODE 3': 41}"
Year 533,"{'CODE 1': 6, 'CODE 2': 4, 'CODE 3': 26}"
Year 534,"{'CODE 1': 176, 'CODE 2': 68, 'CODE 3': 36}"
Year 535,"{'CODE 1': 114, 'CODE 2': 57, 'CODE 3': 15}"
Year 536,"{'CODE 1': 124, 'CODE 2': 27, 'CODE 3': 10}"
Year 537,"{'CODE 1': 26, 'CODE 2': 34, 'CODE 3': 41}"
Year 538,"{'CODE 1': 58, 'CODE 2': 100, 'CODE 3': 43}"
Year 539,"{'CODE 1': 178, 'CODE 2': 42, 'CODE 3': 22}"
Year 540,"{'CODE 1': 23, 'CODE 2': 75, 'CODE 3': 38}"
Year 541,"{'CODE 1': 106, 'CODE 2': 36, 'CODE 3': 19}"
Year 542,"{'CODE 1': 86, 'CODE 2': 95, 'CODE 3': 2}"
Year 543,"{'CODE 1': 30, 'CODE 2': 1, 'CODE 3': 2}"
Year 544,"{'CODE 1': 194, 'CODE 2': 35, 'CODE 3': 8}"
Year 545,"{'CODE 1': 119, 'CODE 2': 30, 'CODE 3': 9}"
Year 546,"{'CODE 1': 170, 'CODE 2': 96, 'CODE 3': 35}"
Year 547,"{'CODE 1': 117, 'CODE 2': 17, 'CODE 3': 4}"
Year 548,"{'CODE 1': 160, 'CODE 2': 61, 'CODE 3': 28}"
Year 549,"{'CODE 1': 122, 'CODE 2': 25, 'CODE 3': 41}"
Year 550,"{'CODE 1': 133, 'CODE 2': 47, 'CODE 3': 41}"
Year 551,"{'CODE 1': 6, 'CODE 2': 61, 'CODE 3': 27}"
Year 552,"{'CODE 1': 27, 'CODE 2': 101, 'CODE 3': 1}"
Year 553,"{'CODE 1': 87, 'CODE 2': 92, 'CODE 3': 44}"
Year 554,"{'CODE 1': 88, 'CODE 2': 82, 'CODE 3': 38}"
Year 555,"{'CODE 1': 178, 'CODE 2': 51, 'CODE 3': 7}"
Year 556,"{'CODE 1': 58, 'CODE 2': 43, 'CODE 3': 30}"
Year 557,"{'CODE 1': 152, 'CODE 2': 56, 'CODE 3': 41}"
Year 558,"{'CODE 1': 10, 'CODE 2': 45, 'CODE 3': 8}"
Year 559,"{'CODE 1': 98, 'CODE 2': 14, 'CODE 3': 31}"
Year 560,"{'CODE 1': 54, 'CODE 2': 6, 'CODE 3': 44}"
Year 561,"{'CODE 1': 120, 'CODE 2': 54, 'CODE 3': 29}"
Year 562,"{'CODE 1': 40, 'CODE 2': 46, 'CODE 3': 31}"
Year 563,"{'CODE 1': 201, 'CODE 2': 47, 'CODE 3': 2}"
Year 564,"{'CODE 1': 25, 'CODE 2': 59, 'CODE 3': 38}"
Year 565,"{'CODE 1': 138, 'CODE 2': 24, 'CODE 3': 21}"
Year 566,"{'CODE 1': 161, 'CODE 2': 8, 'CODE 3': 15}"
Year 567,"{'CODE 1': 171, 'CODE 2': 32, 'CODE 3': 22}"
Year 568,"{'CODE 1': 185, 'CODE 2': 23, 'CODE 3': 2}"
Year 569,"{'CODE 1': 45, 'CODE 2': 41, 'CODE 3': 30}"
Year 570,"{'CODE 1': 96, 'CODE 2': 75, 'CODE 3': 50}"
Year 571,"{'CODE 1': 18, 'CODE 2': 18, 'CODE 3': 2}"
Year 572,"{'CODE 1': 199, 'CODE 2': 84, 'CODE 3': 11}"
Year 573,"{'CODE 1': 101, 'CODE 2': 59, 'CODE 3': 20}"
Year 574,"{'CODE 1': 142, 'CODE 2': 60, 'CODE 3': 12}"
Year 575,"{'CODE 1': 121, 'CODE 2': 58, 'CODE 3': 29}"
Year 576,"{'CODE 1': 68, 'CODE 2': 92, 'CODE 3': 47}"
Year 577,"{'CODE 1': 169, 'CODE 2': 74, 'CODE 3': 8}"
Year 578,"{'CODE 1': 198, 'CODE 2': 99, 'CODE 3': 25}"
Year 579,"{'CODE 1': 102, 'CODE 2': 42, 'CODE 3': 39}"
Year 580,"{'CODE 1': 129, 'CODE 2': 58, 'CODE 3': 13}"
Year 581,"{'CODE 1': 190, 'CODE 2': 54, 'CODE 3': 14}"
Year 582,"{'CODE 1': 69, 'CODE 2': 88, 'CODE 3': 46}"
Year 583,"{'CODE 1': 131, 'CODE 2': 20, 'CODE 3': 15}"
Year 584,"{'CODE 1': 39, 'CODE 2': 70, 'CODE 3': 17}"
Year 585,"{'CODE 1': 41, 'CODE 2': 72, 'CODE 3': 35}"
Year 586,"{'CODE 1': 39, 'CODE 2': 1, 'CODE 3': 49}"
Year 587,"{'CODE 1': 182, 'CODE 2': 61, 'CODE 3': 46}"
Year 588,"{'CODE 1': 29, 'CODE 2': 66, 'CODE 3': 39}"
Year 589,"{'CODE 1': 182, 'CODE 2': 100, 'CODE 3': 14}"
Year 590,"{'CODE 1': 168, 'CODE 2': 50, 'CODE 3': 35}"
Year 591,"{'CODE 1': 91, 'CODE 2': 50, 'CODE 3': 49}"
Year 592,"{'CODE 1': 68, 'CODE 2': 90, 'CODE 3': 17}"
Year 593,"{'CODE 1': 49, 'CODE 2': 69, 'CODE 3': 2}"
Year 594,"{'CODE 1': 103, 'CODE 2': 35, 'CODE 3': 28}"
Year 595,"{'CODE 1': 176, 'CODE 2': 28, 'CODE 3': 43}"
Year 596,"{'CODE 1': 95, 'CODE 2': 79, 'CODE 3': 25}"
Year 597,"{'CODE 1': 124, 'CODE 2': 5, 'CODE 3': 11}"
Year 598,"{'CODE 1': 1, 'CODE 2': 71, 'CODE 3': 40}"
Year 599,"{'CODE 1': 74, 'CODE 2': 59, 'CODE 3': 19}"
Year 600,"{'CODE 1': 96, 'CODE 2': 90, 'CODE 3': 10}"
Year 601,"{'CODE 1': 105, 'CODE 2': 62, 'CODE 3': 10}"
Year 602,"{'CODE 1': 134, 'CODE 2': 94, 'CODE 3': 18}"
Year 603,"{'CODE 1': 62, 'CODE 2': 89, 'CODE 3': 31}"
Year 604,"{'CODE 1': 104, 'CODE 2': 78, 'CODE 3': 35}"
Year 605,"{'CODE 1': 136, 'CODE 2': 89, 'CODE 3': 32}"
Year 606,"{'CODE 1': 57, 'CODE 2': 97, 'CODE 3': 39}"
Year 607,"{'CODE 1': 68, 'CODE 2': 80, 'CODE 3': 44}"
Year 608,"{'CODE 1': 163, 'CODE 2': 57, 'CODE 3': 28}"
Year 609,"{'CODE 1': 86, 'CODE 2': 40, 'CODE 3': 29}"
Year 610,"{'CODE 1': 59, 'CODE 2': 100, 'CODE 3': 16}"
Year 611,"{'CODE 1': 86, 'CODE 2': 56, 'CODE 3': 9}"
Year 612,"{'CODE 1': 92, 'CODE 2': 92, 'CODE 3': 50}"
Year 613,"{'CODE 1': 143, 'CODE 2': 19, 'CODE 3': 44}"
Year 614,"{'CODE 1': 93, 'CODE 2': 78, 'CODE 3': 14}"
Year 615,"{'CODE 1': 102, 'CODE 2': 34, 'CODE 3': 32}"
Year 616,"{'CODE 1': 192, 'CODE 2': 58, 'CODE 3': 24}"
Year 617,"{'CODE 1': 130, 'CODE 2': 34, 'CODE 3': 2}"
Year 618,"{'CODE 1': 43, 'CODE 2': 88, 'CODE 3': 26}"
Year 619,"{'CODE 1': 89, 'CODE 2': 14, 'CODE 3': 3}"
Year 620,"{'CODE 1': 35, 'CODE 2': 82, 'CODE 3': 49}"
Year 621,"{'CODE 1': 77, 'CODE 2': 44, 'CODE 3': 29}"
Year 622,"{'CODE 1': 186, 'CODE 2': 37, 'CODE 3': 50}"
Year 623,"{'CODE 1': 168, 'CODE 2': 58, 'CODE 3': 35}"
Year 624,"{'CODE 1': 109, 'CODE 2': 77, 'CODE 3': 50}"
Year 625,"{'CODE 1': 56, 'CODE 2': 27, 'CODE 3': 38}"
Year 626,"{'CODE 1': 172, 'CODE 2': 85, 'CODE 3': 13}"
Year 627,"{'CODE 1': 75, 'CODE 2': 16, 'CODE 3': 29}"
Year 628,"{'CODE 1': 62, 'CODE 2': 36, 'CODE 3': 21}"
Year 629,"{'CODE 1': 187, 'CODE 2': 100, 'CODE 3': 15}"
Year 630,"{'CODE 1': 74, 'CODE 2': 26, 'CODE 3': 38}"
Year 631,"{'CODE 1': 15, 'CODE 2': 47, 'CODE 3': 16}"
Year 632,"{'CODE 1': 34, 'CODE 2': 71, 'CODE 3': 39}"
Year 633,"{'CODE 1': 121, 'CODE 2': 11, 'CODE 3': 50}"
Year 634,"{'CODE 1': 187, 'CODE 2': 66, 'CODE 3': 31}"
Year 635,"{'CODE 1': 191, 'CODE 2': 26, 'CODE 3': 17}"
Year 636,"{'CODE 1': 69, 'CODE 2': 19, 'CODE 3': 23}"
Year 637,"{'CODE 1': 116, 'CODE 2': 74, 'CODE 3': 16}"
Year 638,"{'CODE 1': 149, 'CODE 2': 41, 'CODE 3': 13}"
Year 639,"{'CODE 1': 153, 'CODE 2': 91, 'CODE 3': 21}"
Year 640,"{'CODE 1': 196, 'CODE 2': 73, 'CODE 3': 50}"
Year 641,"{'CODE 1': 80, 'CODE 2': 27, 'CODE 3': 34}"
Year 642,"{'CODE 1': 2, 'CODE 2': 76, 'CODE 3': 17}"
Year 643,"{'CODE 1': 30, 'CODE 2': 69, 'CODE 3': 4}"
Year 644,"{'CODE 1': 169, 'CODE 2': 98, 'CODE 3': 6}"
Year 645,"{'CODE 1': 17, 'CODE 2': 16, 'CODE 3': 24}"
Year 646,"{'CODE 1': 94, 'CODE 2': 66, 'CODE 3': 16}"
Year 647,"{'CODE 1': 20, 'CODE 2': 29, 'CODE 3': 22}"
Year 648,"{'CODE 1': 174, 'CODE 2': 55, 'CODE 3': 33}"
Year 649,"{'CODE 1': 173, 'CODE 2': 12, 'CODE 3': 13}"
Year 650,"{'CODE 1': 16, 'CODE 2': 29, 'CODE 3': 8}"
Year 651,"{'CODE 1': 107, 'CODE 2': 99, 'CODE 3': 15}"
Year 652,"{'CODE 1': 71, 'CODE 2': 92, 'CODE 3': 48}"
Year 653,"{'CODE 1': 119, 'CODE 2': 64, 'CODE 3': 33}"
Year 654,"{'CODE 1': 124, 'CODE 2': 78, 'CODE 3': 4}"
Year 655,"{'CODE 1': 2, 'CODE 2': 77, 'CODE 3': 15}"
Year 656,"{'CODE 1': 68, 'CODE 2': 29, 'CODE 3': 32}"
Year 657,"{'CODE 1': 155, 'CODE 2': 55, 'CODE 3': 13}"
Year 658,"{'CODE 1': 42, 'CODE 2': 46, 'CODE 3': 44}"
Year 659,"{'CODE 1': 86, 'CODE 2': 35, 'CODE 3': 50}"
Year 660,"{'CODE 1': 7, 'CODE 2': 96, 'CODE 3': 22}"
Year 661,"{'CODE 1': 55, 'CODE 2': 73, 'CODE 3': 18}"
Year 662,"{'CODE 1': 119, 'CODE 2': 19, 'CODE 3': 39}"
Year 663,"{'CODE 1': 181, 'CODE 2': 1, 'CODE 3': 23}"
Year 664,"{'CODE 1': 7, 'CODE 2': 55, 'CODE 3': 14}"
Year 665,"{'CODE 1': 42, 'CODE 2': 20, 'CODE 3': 6}"
Year 666,"{'CODE 1': 172, 'CODE 2': 68, 'CODE 3': 22}"
Year 667,"{'CODE 1': 108, 'CODE 2': 34, 'CODE 3': 40}"
Year 668,"{'CODE 1': 89, 'CODE 2': 92, 'CODE 3': 17}"
Year 669,"{'CODE 1': 40, 'CODE 2': 91, 'CODE 3': 3}"
Year 670,"{'CODE 1': 61, 'CODE 2': 60, 'CODE 3': 45}"
Year 671,"{'CODE 1': 165, 'CODE 2': 31, 'CODE 3': 43}"
Year 672,"{'CODE 1': 54, 'CODE 2': 91, 'CODE 3': 47}"
Year 673,"{'CODE 1': 104, 'CODE 2': 5, 'CODE 3': 43}"
Year 674,"{'CODE 1': 178, 'CODE 2': 62, 'CODE 3': 4}"
Year 675,"{'CODE 1': 37, 'CODE 2': 97, 'CODE 3': 49}"
Year 676,"{'CODE 1': 39, 'CODE 2': 92, 'CODE 3': 34}"
Year 677,"{'CODE 1': 166, 'CODE 2': 83, 'CODE 3': 31}"
Year 678,"{'CODE 1': 117, 'CODE 2': 26, 'CODE 3': 8}"
Year 679,"{'CODE 1': 192, 'CODE 2': 25, 'CODE 3': 46}"
Year 680,"{'CODE 1': 147, 'CODE 2': 100, 'CODE 3': 48}"
Year 681,"{'CODE 1': 50, 'CODE 2': 26, 'CODE 3': 50}"
